time_relative,frame_len,time_delta,ip_src,ip_dst,src_port,dst_port,tls_content_type,tls_handshake_type,tls_session_id,tls_version,tls_record_length,tls_sni,tls_content,stream_id,app_category,app_protocol,navigator,operation
0.111322,1514,0.009885,110.170.21.246,22.95.122.14,443,42186,,,,,,,"['e2', 'd7', 'c7', '64', 'fd', '31', 'd2', 'b4', '3e', 'ad', 'db', '17', '08', '00', '45', '00', '05', 'dc', 'eb', 'b3', '40', '00', '35', '06', '3f', '5b', '6e', 'aa', '15', 'f6', '16', '5f', '7a', '0e', '01', 'bb', 'a4', 'ca', '71', '2b', '74', '33', '91', '9e', 'df', '1c', '80', '10', '01', 'f3', 'ec', '3c', '00', '00', '01', '01', '08', '0a', '46', '04', '2f', '08', '1f', 'ec', 'e3', '80', '17', '03', '03', '40', '18', '8e', '0a', '21', '54', '51', '9b', 'e2', '1a', '15', 'ef', '5b', '5a', 'd1', '3c', '90', '20', 'f0', 'a3', 'da', 'cb', 'e3', '3d', '39', '14', '8b', 'af', 'cb', '92', 'c9', '3e', '11', '46', '29', '62', '8c', '21', 'eb', '75', '03', '73', '6d', '63', 'bd', '78', '7c', '38', '9b', '04', '1d', 'a8', '5a', '87', '80', '78', 'f4', '23', '3a', '9a', '71', '12', 'e6', '82', '3c', 'ca', 'c7', '2a', '3e', '49', '20', '3f', '48', '97', '7b', '87', '9e', 'f5', '6d', '86', '46', 'f0', 'f5', 'ac', '20', '99', 'b9', 'e2', 'c8', '26', '47', 'a1', '06', '99', '37', '6e', '0c', '5b', 'dc', '27', '14', '4c', '22', 'f8', '63', '58', '7f', '61', '77', 'b3', 'f1', '28', 'c9', '07', '99', '64', '51', '8c', '67', '9d', '7f', '1c', 'a7', '3f', 'f3', '66', '29', '8a', '8b', '3c', '49', 'c8', '5b', '37', 'b1', '5f', '1f', 'ab', '5b', '43', 'e0', 'cf', 'c7', 'cc', '8e', '46', 'd7', '37', '94', '02', 'b3', '44', '14', '91', '96', '8a', '21', '30', '0c', 'd4', '89', '00', '91', '25', 'f3', 'd9', '17', '28', '96', 'f3', 'fd', '7b', '04', '2b', '3e', '3e', 'df', '7d', 'd1', 'c1', '7a', '83', '7b', 'f4', 'a1', '6c', '0a', '74', '8f', 'f9', '55', 'dd', 'b1', '88', 'bf', '6f', '69', '61', '54', 'a8', 'ab', 'f5', '19', '75', 'e5', '70', '6a', '0d', 'fe', '33', '2b', '49', 'c9', '1c', '41', '45', 'eb', 'e6', '8d', '42', 'c1', '2a', '0e', '17', 'b6', 'df', 'ad', 'f3', '9c', '9a', 'db', '8d', 'd7', '12', '92', 'ec', '98', '1f', 'e5', 'cc', '52', '5e', 'f7', 'ee', '39', '3a', 'da', 'bf', '77', 'da', '8f', '74', '53', '86', 'f0', '9a', 'f6', 'db', '03', '13', 'ee', '46', 'e9', '60', 'fe', '64', '1e', 'b5', '17', 'b2', '64', '0b', 'a0', '93', '5b', 'e4', 'e4', 'db', '1c', '92', 'de', '19', '05', '7a', '82', 'b8', '87', '09', 'af', 'a0', '3e', '9a', '05', '04', '4a', '02', '34', '5d', 'aa', '11', '83', '01', 'ec', '29', 'd1', '78', '89', '7c', 'b7', 'e1', '6a', 'e9', '9f', '20', '44', '7f', '36', '9c', '55', 'c7', '1c', '8c', '25', 'ef', 'f7', '9e', '26', 'cb', '74', '76', '7c', 'e9', '3d', 'f4', 'dc', 'f2', '9e', '08', 'fc', '5f', '4b', '0c', 'a2', 'd7', 'd1', 'a5', '96', '6d', '6d', '3c', 'fc', '3e', '0f', '59', '4f', '73', '50', '3c', 'd8', '89', '54', 'e6', '8e', '5a', '51', 'bb', 'f9', '96', '3b', 'cb', 'e4', '8f', 'cf', '06', '13', '6e', '19', 'e3', '07', '3f', 'b7', 'c9', 'be', '5d', '1e', '95', '42', 'c4', '88', 'a9', '43', '53', '84', '77', 'c8', '69', '52', '23', 'af', '0f', '67', '9e', '4f', '15', '69', '09', 'ed', '69', 'b4', '60', '0c', 'f5', '63', '49', '0f', '1c', 'ef', 'b2', 'bc', 'a0', '87', 'bc', 'd2', '5f', '2b', '76', '2e', '0f', '06', 'db', 'c8', 'd6', 'bb', '88', '8c', '9d', 'bc', '3d', '90', '64', 'a9', '8d', '06', '56', 'fd', 'bc', '95', 'd7', '44', '34', '24', 'c6', 'fa', '1d', '84', 'd0', '02', 'c0', '26', '22', '97', '36', 'b6', 'f4', '2c', 'ee', '10', '8f', '7f', '73', 'ec', '55', 'ce', '97', '7e', '86', '04', '9e', '83', 'b8', '92', '2d', '5d', '41', 'a3', '4b', '81', '4f', '7d', 'f8', 'cc', '38', '88', 'cc', 'f7', 'a8', '82', 'cc', '0d', 'dd', '77', '5d', '89', '65', 'da', '1a', '3e', 'c6', 'e7', '0a', 'df', '21', '7f', '76', '12', '43', '22', 'd3', 'd4', '26', '00', '2b', '36', '4e', '53', '96', '6c', '66', '83', '88', '59']",110.170.21.246:443->22.95.122.14:42186,mldit,AppProtocol_Spotify,Navigator_google-chrome,Ope_PlayContent
0.202744,1514,0.003824,110.170.21.246,22.95.122.14,443,42186,"23,23",,,"0x0303,0x0303","16408,630",,"['e2', 'd7', 'c7', '64', 'fd', '31', 'd2', 'b4', '3e', 'ad', 'db', '17', '08', '00', '45', '00', '05', 'dc', 'eb', 'be', '40', '00', '35', '06', '3f', '50', '6e', 'aa', '15', 'f6', '16', '5f', '7a', '0e', '01', 'bb', 'a4', 'ca', '71', '2b', 'b2', '6b', '91', '9e', 'df', '1c', '80', '10', '01', 'f3', 'cb', '4b', '00', '00', '01', '01', '08', '0a', '46', '04', '2f', '23', '1f', 'ec', 'e3', '80', '62', 'c8', 'eb', 'e3', 'f9', 'ae', 'f6', '85', '5f', '5d', 'd2', '1f', '07', '4c', '7e', '2e', '2d', '8b', '86', '5e', '9b', '27', '3b', 'b3', '38', '89', 'ee', '75', '5d', 'fd', 'e3', '13', '0f', '49', '23', 'fb', 'c7', 'b6', 'df', '58', 'a9', 'b0', 'cc', '6d', 'ce', '64', '3a', '8f', '01', '58', '96', 'd8', 'ec', '95', 'e8', 'c8', '62', '46', '37', '40', '7c', '5a', '54', '5c', '4d', '7e', '96', 'c6', 'c5', 'a1', '87', 'a0', 'bd', '5c', '65', 'c8', '45', '91', '05', '9b', 'a7', 'e2', '5e', '91', '34', '52', '69', '1a', 'cc', 'e4', '66', 'd7', 'df', '22', 'f4', 'ad', '54', '64', 'b8', 'bb', '45', '2d', '98', '6d', '33', '0b', '0e', '08', 'b7', '28', '4a', 'a3', '04', '40', 'da', '44', 'bd', 'd3', '93', '0d', 'c8', 'ae', '56', 'b8', '72', '88', 'db', '3c', '79', 'c0', '71', '00', 'c2', '8b', '71', 'dd', '3f', 'a0', '5b', '59', '1f', 'f4', '1d', 'a2', '9b', '2a', 'a6', 'ab', 'f5', 'b4', '1d', 'ab', '26', '04', '03', '01', 'fe', '4b', 'ba', '1f', 'f2', '7b', '50', '96', '81', 'a1', '27', 'ce', '81', '2c', 'a9', '73', '4c', '28', '20', '55', '5f', 'e5', 'd8', 'cc', 'cc', '8c', 'f4', '25', 'b0', 'b4', 'af', '66', '70', '00', 'cd', '00', 'cc', '0d', '28', '97', 'b8', 'c2', 'fa', '21', '23', '0a', '61', '6f', '5e', 'dc', 'f2', '37', '34', 'bd', '46', 'f5', '60', '9d', '2e', 'bc', '96', '7d', 'f9', '75', '9c', '87', '6a', 'e5', '5d', 'f0', '7b', '93', 'b4', 'dd', '98', '09', 'c1', 'd1', '56', '54', '1b', '9a', '59', 'de', '0f', 'a2', 'd8', '11', '0b', '07', '41', '42', '4e', 'b8', 'fa', '3a', '2b', 'c3', '31', '0b', '37', '0a', '1e', 'a1', '0a', '33', 'e9', '27', '4b', 'd0', '1f', 'eb', 'a0', '1d', '83', '3e', '89', 'c1', 'f5', '41', 'cb', '50', '6c', '3f', '32', '51', 'ff', 'b2', 'f8', '4a', '43', '70', '5e', '30', '33', '3c', 'ae', 'b1', '01', '46', '9d', '9f', '5d', '8b', '1f', 'c2', 'b4', '3f', '11', 'a4', '65', 'df', '2f', '80', 'c7', '31', '0a', '0b', 'c1', 'e7', '45', 'bd', 'b2', '7d', 'c7', 'f7', 'b4', 'f4', '90', '66', '8f', '74', '0c', 'b8', '63', 'd3', '8e', '65', '28', '82', 'c3', 'bb', 'e4', 'd1', 'ee', '5e', '7c', 'fe', '11', '19', 'ff', 'e6', '63', 'c9', 'b1', '1e', 'b1', '3f', '55', 'c1', 'ee', 'f1', 'aa', '37', 'de', 'd9', 'f2', 'c1', 'c5', 'c8', '5b', '0d', '18', '21', '1d', '49', 'a2', 'f6', 'bd', 'ea', '83', 'd1', '63', '62', '98', '24', '3c', '7d', 'c0', 'b8', '84', 'ca', 'a0', 'af', 'a3', 'de', 'a0', '23', '5b', 'fc', '87', '2c', 'bd', '28', 'd3', 'cd', 'd4', 'e4', 'f4', 'a9', '67', '92', 'bb', '3d', '83', '76', '9e', 'fa', 'aa', 'b2', '6d', 'ed', 'f5', 'cf', 'd9', 'e4', '1b', '2f', '11', 'ac', 'e3', '99', 'ff', '77', '24', '08', '5f', 'b9', '5f', 'bf', '69', '75', '0c', '53', '5e', '82', '8f', '30', '5b', '6d', 'e4', '4b', 'd1', '21', '05', 'd1', '45', '00', '7f', 'dc', 'b1', 'a8', '8f', '8b', '02', '90', '49', '28', '19', 'dc', '9f', '0e', '1c', 'fb', 'cf', '66', '77', '5d', '25', 'e2', '95', 'a4', '91', '7f', '12', '2a', '31', '64', '88', '17', '03', '03', '02', '76', '8e', '0a', '21', '54', '51', '9b', 'e2', '1b', 'bf', '11', '97', 'af', 'bc', '73', 'da', '53', '15', '59', 'cf', 'ec', 'dd', 'f9', '58', '71', '64', 'da', 'bc', 'f9', 'a7', '12', 'fe', '12', 'e6', '9e', '27', 'c0', 'be', '78', 'c2', 'dc', 'c0', '97', 'ca', 'ea']",110.170.21.246:443->22.95.122.14:42186,mldit,AppProtocol_Spotify,Navigator_google-chrome,Ope_PlayContent
0.335728,1514,0.007084,110.170.21.246,22.95.122.14,443,42186,,,,,,,"['e2', 'd7', 'c7', '64', 'fd', '31', 'd2', 'b4', '3e', 'ad', 'db', '17', '08', '00', '45', '00', '05', 'dc', 'eb', 'cd', '40', '00', '35', '06', '3f', '41', '6e', 'aa', '15', 'f6', '16', '5f', '7a', '0e', '01', 'bb', 'a4', 'ca', '71', '2c', '07', '43', '91', '9e', 'df', '1c', '80', '10', '01', 'f3', 'a0', '23', '00', '00', '01', '01', '08', '0a', '46', '04', '2f', '70', '1f', 'ec', 'e3', 'fa', '93', '4b', 'a1', 'cb', 'c4', 'b0', '0d', '82', '1a', '27', '7a', 'b4', 'd7', '80', '77', '09', 'e5', '3d', '43', '6a', '40', '7f', '27', '1e', 'cd', '14', 'bf', '7f', '14', 'd5', 'f0', '9d', '01', '6d', '89', '5e', '86', '7f', '0d', 'cc', 'c7', 'e1', '20', '51', '41', '7f', '4b', 'a9', '0b', '3d', 'cd', '68', '38', '3a', '87', '39', '14', '62', 'df', '66', '3b', '6b', 'f2', '02', '86', 'f7', '22', '72', '51', '7b', '17', '53', 'f7', 'e9', 'df', 'ca', 'b5', '96', '8c', 'b9', 'e3', '5d', 'b1', '81', 'fe', 'f0', 'fc', '6c', 'b8', 'f9', '96', 'a4', '17', '46', '1d', '49', 'ed', '35', '4c', '6b', '76', 'd1', 'e9', '03', '3a', '71', '92', '01', '57', 'b6', 'e0', '68', 'e0', 'af', '92', '79', 'd7', '04', '85', '1b', '1a', '02', '93', 'f5', 'c3', 'f2', '41', '38', 'f6', '2f', '1a', '3c', '3e', '24', '3b', 'c2', '6b', '02', 'cb', '5e', 'b1', 'e7', 'b9', 'd1', 'c1', '0a', '3c', '65', '66', 'df', 'b1', '4b', '3f', '05', '63', '8b', 'c9', 'ef', 'f2', '51', '9c', '1e', '15', '5f', '62', '6b', '14', 'a8', '5b', 'a6', '05', '6b', '5b', 'c5', 'db', 'f4', '7d', '3b', '88', '80', 'ea', 'bc', '22', '81', '3e', 'a2', 'bd', '17', '10', '3d', '14', '43', '2c', '22', '76', 'ab', 'a0', '6a', '94', '70', 'f0', '8b', '92', '7f', 'cd', '3a', '5a', 'c5', '6c', '14', 'c6', 'cb', '83', 'de', '13', '90', '07', '06', '3f', '85', 'b7', 'c0', '6b', '15', '15', '72', 'd0', 'be', '5c', '82', '18', 'c2', 'e3', 'e3', '28', '14', '12', '2b', '9c', 'e7', 'c4', '6b', 'e3', 'a2', '1f', '53', '1c', '6e', 'e8', '55', '04', '9e', '36', 'd1', 'b9', 'a9', '57', '80', '7f', '94', '99', 'b5', '89', 'cf', 'ea', '0e', '1e', '60', '5c', '0f', '2d', '65', 'db', '40', '93', '44', '37', '89', '43', 'ce', 'f6', 'bc', '9e', '40', 'ed', '9d', 'e9', '21', '14', 'e1', '9b', '7a', 'c3', '60', '68', '46', 'c3', '23', '07', '5b', '01', 'd3', 'ca', '26', '77', 'f1', '73', '36', '22', '10', '58', '6f', '37', 'a2', '99', '52', '40', '4a', '0e', '1e', '1f', 'b7', 'af', 'f4', '7b', 'eb', '46', '3f', '93', 'b2', 'e3', '5c', 'be', '35', 'cc', 'df', 'a3', 'b3', 'a1', '98', '8e', '34', '46', '21', '1e', '2d', 'de', 'b7', '27', '22', '8a', 'bc', '99', '7a', '16', '19', 'a0', '04', '8e', 'e0', '65', '54', 'ca', 'b3', 'd0', 'e7', '60', 'aa', 'd5', '28', '5b', 'bc', 'ee', '93', 'dd', '6a', '4b', '70', 'f5', '4f', '0a', '0e', '76', '84', 'ee', '74', '1c', '9d', '40', '17', '74', '2a', 'c2', '37', '45', '45', '4d', 'cb', 'ed', '52', '2f', '5d', '44', 'af', 'ba', 'ba', '45', '28', '92', '21', '6b', 'a3', '4f', 'f5', '65', 'e6', '06', '54', 'f6', 'c8', '18', 'd6', 'bb', '11', '53', 'ef', '9a', 'c0', '19', '78', '04', 'ac', '17', 'dc', 'b2', 'd2', 'f7', '1c', '72', '7d', 'de', 'c9', '12', '5d', 'f0', 'e4', '21', '34', '0c', 'e8', '5e', '8d', 'c7', '68', '33', 'c5', '26', 'd6', '29', 'e3', '37', 'df', '3e', 'b2', 'a9', '66', 'e7', 'c4', '98', '6d', 'a1', '7e', 'f7', 'eb', 'ab', '53', '4f', '89', '54', '7e', 'd5', '8c', 'bd', 'e7', '01', '4e', 'bf', '34', 'a4', 'b0', 'ac', '10', '68', 'c1', 'e7', 'd6', '18', '0f', '57', '85', 'c3', '5a', '9f', 'b3', '7b', '59', '13', '25', '47', '26', '84', 'da', 'a9', 'eb', 'dc', 'f0', 'ca', 'a7', '3f', '8b', '38', 'e9', '29', 'd3', '30', '07', '0e', '25', '8c', '6c', 'b9', 'c7', '93', '7f']",110.170.21.246:443->22.95.122.14:42186,mldit,AppProtocol_Spotify,Navigator_google-chrome,Ope_PlayContent
