streaming,file_upload,file_download,VOIP,Browsing
https://www.netflix.com/,https://www.google.com/drive/,https://www.freedownloadmanager.org/,https://www.skype.com/,usa.gov
https://www.disneyplus.com/,https://www.dropbox.com/,https://www.internetdownloadmanager.com/,https://zoom.us/,gov.uk
https://www.tubi.tv/,https://www.microsoft.com/onedrive,https://jdownloader.org/,https://voice.google.com/,canada.ca
https://www.peacocktv.com/,https://www.box.com/,https://play.google.com/store/apps/details?id=com.hwkrbbt.downloadall,https://www.ringcentral.com/,europa.eu
https://www.youtube.com/,https://wetransfer.com/,https://play.google.com/store/apps/details?id=com.dv.adm,https://www.vonage.com/,un.org
